Bus Number,Service Date,Today's Date,AM Pull-out Route/Down/NIS,AM Pullout Down Bus Reason 1,AM Pullout Down Bus Reason 2
2101.0,2023-07-30,2023-08-06 14:20:24,RS-DP,Not Specified,Not Specified
2103.0,2023-07-30,2023-08-06 14:20:24,WP-AM,Not Specified,Not Specified
2104.0,2023-07-30,2023-08-06 14:20:24,GT-US,Not Specified,Not Specified
2105.0,2023-07-30,2023-08-06 14:20:24,Spare,Not Specified,Not Specified
2106.0,2023-07-30,2023-08-06 14:20:24,Spare,Not Specified,Not Specified
2109.0,2023-07-30,2023-08-06 14:20:24,GT-US,Not Specified,Not Specified
2110.0,2023-07-30,2023-08-06 14:20:24,WP-AM,Not Specified,Not Specified
2111.0,2023-07-30,2023-08-06 14:20:24,GT-US,Not Specified,Not Specified
2112.0,2023-07-30,2023-08-06 14:20:24,Spare,Not Specified,Not Specified
2113.0,2023-07-30,2023-08-06 14:20:24,CH-US,Not Specified,Not Specified
2114.0,2023-07-30,2023-08-06 14:20:24,CH-US,Not Specified,Not Specified
2115.0,2023-07-30,2023-08-06 14:20:24,GT-US,Not Specified,Not Specified
2116.0,2023-07-30,2023-08-06 14:20:24,GT-US,Not Specified,Not Specified
2118.0,2023-07-30,2023-08-06 14:20:24,CH-US,Not Specified,Not Specified
2119.0,2023-07-30,2023-08-06 14:20:24,CH-US,Not Specified,Not Specified
2120.0,2023-07-30,2023-08-06 14:20:24,RS-DP,Not Specified,Not Specified
2121.0,2023-07-30,2023-08-06 14:20:24,WP-AM,Not Specified,Not Specified
2122.0,2023-07-30,2023-08-06 14:20:24,WP-AM,Not Specified,Not Specified
2123.0,2023-07-30,2023-08-06 14:20:24,CH-US,Not Specified,Not Specified
2125.0,2023-07-30,2023-08-06 14:20:24,GT-US,Not Specified,Not Specified
2126.0,2023-07-30,2023-08-06 14:20:24,Spare,Not Specified,Not Specified
3001.0,2023-07-30,2023-08-06 14:20:24,Spare,Not Specified,Not Specified
3002.0,2023-07-30,2023-08-06 14:20:24,Spare,Not Specified,Not Specified
3003.0,2023-07-30,2023-08-06 14:20:24,Spare,Not Specified,Not Specified
3004.0,2023-07-30,2023-08-06 14:20:24,Spare,Not Specified,Not Specified
3005.0,2023-07-30,2023-08-06 14:20:24,Spare,Not Specified,Not Specified
3007.0,2023-07-30,2023-08-06 14:20:24,Spare,Not Specified,Not Specified
3008.0,2023-07-30,2023-08-06 14:20:24,Spare,Not Specified,Not Specified
3011.0,2023-07-30,2023-08-06 14:20:24,RS-DP,Not Specified,Not Specified
3012.0,2023-07-30,2023-08-06 14:20:24,CH-US,Not Specified,Not Specified
3013.0,2023-07-30,2023-08-06 14:20:24,Spare,Not Specified,Not Specified
3014.0,2023-07-30,2023-08-06 14:20:24,Spare,Not Specified,Not Specified
3101.0,2023-07-30,2023-08-06 14:20:24,Not in Service,Not Specified,Not Specified
1130.0,2023-07-29,2023-08-15 08:04:36,Down,Power Issues,Not Specified
1131.0,2023-07-29,2023-08-15 08:04:36,Down,A/C (HVAC) Issues,Not Specified
1132.0,2023-07-29,2023-08-15 08:04:36,Down,Shutting Down,Not Specified
1135.0,2023-07-29,2023-08-15 08:04:36,Down,Mid-life Refurbishment,Not Specified
1137.0,2023-07-29,2023-08-15 08:04:36,Down,Transmission Issues,Not Specified
1141.0,2023-07-29,2023-08-15 08:04:36,Down,Sluggish Acceleration,Not Specified
1142.0,2023-07-29,2023-08-15 08:04:36,Down,Overheating Engine,Not Specified
1143.0,2023-07-29,2023-08-15 08:04:36,Down,Accident Damage,Not Specified
2003.0,2023-07-29,2023-08-15 08:04:36,Down,Fuel System/Leaks/Pressure,Not Specified
2010.0,2023-07-29,2023-08-15 08:04:36,Down,Check/Stop Engine Lights,Not Specified
2017.0,2023-07-29,2023-08-15 08:04:36,Down,A or B Defects,Not Specified
2102.0,2023-07-29,2023-08-15 08:04:36,Down,Towed/Bae Issue,Not Specified
2107.0,2023-07-29,2023-08-15 08:04:36,Down,Mechanical,Not Specified
2108.0,2023-07-29,2023-08-15 08:04:36,Down,Ignition Issues,Not Specified
2116.0,2023-07-29,2023-08-15 08:04:36,Down,Check/Stop Engine Lights,Not Specified
2117.0,2023-07-29,2023-08-15 08:04:36,Down,Follow Up,Not Specified
2124.0,2023-07-29,2023-08-15 08:04:36,Down,Follow Up,Not Specified
3006.0,2023-07-29,2023-08-15 08:04:36,Down,Mechanical,Not Specified
3009.0,2023-07-29,2023-08-15 08:04:36,Down,HV Light On,Not Specified
3010.0,2023-07-29,2023-08-15 08:04:36,Down,Accident Damage,Not Specified
1133.0,2023-07-29,2023-08-06 14:20:24,RS-DP,Not Specified,Not Specified
1134.0,2023-07-29,2023-08-06 14:20:24,GT-US,Not Specified,Not Specified
1136.0,2023-07-29,2023-08-06 14:20:24,Down,Not Specified,Not Specified
1138.0,2023-07-29,2023-08-06 14:20:24,RS-DP,Not Specified,Not Specified
1139.0,2023-07-29,2023-08-06 14:20:24,GT-US,Not Specified,Not Specified
1140.0,2023-07-29,2023-08-06 14:20:24,WP-AM,Not Specified,Not Specified
2001.0,2023-07-29,2023-08-06 14:20:24,GT-US,Not Specified,Not Specified
2002.0,2023-07-29,2023-08-06 14:20:24,GT-US,Not Specified,Not Specified
2004.0,2023-07-29,2023-08-06 14:20:24,CH-US,Not Specified,Not Specified
2005.0,2023-07-29,2023-08-06 14:20:24,Spare,Not Specified,Not Specified
2006.0,2023-07-29,2023-08-06 14:20:24,NMS,Not Specified,Not Specified
2007.0,2023-07-29,2023-08-06 14:20:24,Spare,Not Specified,Not Specified
2008.0,2023-07-29,2023-08-06 14:20:24,NMS,Not Specified,Not Specified
2009.0,2023-07-29,2023-08-06 14:20:24,EM-LP,Not Specified,Not Specified
2011.0,2023-07-29,2023-08-06 14:20:24,Spare,Not Specified,Not Specified
2012.0,2023-07-29,2023-08-06 14:20:24,RS-DP,Not Specified,Not Specified
2013.0,2023-07-29,2023-08-06 14:20:24,Spare,Not Specified,Not Specified
2014.0,2023-07-29,2023-08-06 14:20:24,NMS,Not Specified,Not Specified
2015.0,2023-07-29,2023-08-06 14:20:24,GT-US,Not Specified,Not Specified
2016.0,2023-07-29,2023-08-06 14:20:24,WP-AM,Not Specified,Not Specified
2018.0,2023-07-29,2023-08-06 14:20:24,EM-LP,Not Specified,Not Specified
2101.0,2023-07-29,2023-08-06 14:20:24,CH-US,Not Specified,Not Specified
2103.0,2023-07-29,2023-08-06 14:20:24,CH-US,Not Specified,Not Specified
2104.0,2023-07-29,2023-08-06 14:20:24,EM-LP,Not Specified,Not Specified
2105.0,2023-07-29,2023-08-06 14:20:24,Spare,Not Specified,Not Specified
2106.0,2023-07-29,2023-08-06 14:20:24,EM-LP,Not Specified,Not Specified
2109.0,2023-07-29,2023-08-06 14:20:24,WP-AM,Not Specified,Not Specified
2110.0,2023-07-29,2023-08-06 14:20:24,RS-DP,Not Specified,Not Specified
2111.0,2023-07-29,2023-08-06 14:20:24,GT-US,Not Specified,Not Specified
2112.0,2023-07-29,2023-08-06 14:20:24,EM-LP,Not Specified,Not Specified
2113.0,2023-07-29,2023-08-06 14:20:24,GT-US,Not Specified,Not Specified
2114.0,2023-07-29,2023-08-06 14:20:24,CH-US,Not Specified,Not Specified
2115.0,2023-07-29,2023-08-06 14:20:24,CH-US,Not Specified,Not Specified
2118.0,2023-07-29,2023-08-06 14:20:24,CH-US,Not Specified,Not Specified
2119.0,2023-07-29,2023-08-06 14:20:24,CH-US,Not Specified,Not Specified
2120.0,2023-07-29,2023-08-06 14:20:24,CH-US,Not Specified,Not Specified
2121.0,2023-07-29,2023-08-06 14:20:24,WP-AM,Not Specified,Not Specified
2122.0,2023-07-29,2023-08-06 14:20:24,WP-AM,Not Specified,Not Specified
2123.0,2023-07-29,2023-08-06 14:20:24,GT-US,Not Specified,Not Specified
2125.0,2023-07-29,2023-08-06 14:20:24,GT-US,Not Specified,Not Specified
2126.0,2023-07-29,2023-08-06 14:20:24,CH-US,Not Specified,Not Specified
3001.0,2023-07-29,2023-08-06 14:20:24,EM-LP,Not Specified,Not Specified
3002.0,2023-07-29,2023-08-06 14:20:24,Spare,Not Specified,Not Specified
3003.0,2023-07-29,2023-08-06 14:20:24,WP-AM,Not Specified,Not Specified
3004.0,2023-07-29,2023-08-06 14:20:24,Spare,Not Specified,Not Specified
3005.0,2023-07-29,2023-08-06 14:20:24,Spare,Not Specified,Not Specified
3007.0,2023-07-29,2023-08-06 14:20:24,NMS,Not Specified,Not Specified
3008.0,2023-07-29,2023-08-06 14:20:24,Spare,Not Specified,Not Specified
3011.0,2023-07-29,2023-08-06 14:20:24,RS-DP,Not Specified,Not Specified
3012.0,2023-07-29,2023-08-06 14:20:24,GT-US,Not Specified,Not Specified
3013.0,2023-07-29,2023-08-06 14:20:24,Spare,Not Specified,Not Specified
3014.0,2023-07-29,2023-08-06 14:20:24,CH-US,Not Specified,Not Specified
3101.0,2023-07-29,2023-08-06 14:20:24,Not in Service,Not Specified,Not Specified
1130.0,2023-07-28,2023-08-15 08:04:36,Down,Ready to Pick Up,Not Specified
1131.0,2023-07-28,2023-08-15 08:04:36,Down,A/C (HVAC) Issues,Not Specified
1135.0,2023-07-28,2023-08-15 08:04:36,Down,Mid-life Refurbishment,Not Specified
1136.0,2023-07-28,2023-08-15 08:04:36,Down,Transmission Issues,Not Specified
1137.0,2023-07-28,2023-08-15 08:04:36,Down,Fuel System/Leaks/Pressure,Not Specified
1141.0,2023-07-28,2023-08-15 08:04:36,Down,Overheating Engine,Not Specified
1142.0,2023-07-28,2023-08-15 08:04:36,Down,Accident Damage,Not Specified
1143.0,2023-07-28,2023-08-15 08:04:36,Down,Fuel System/Leaks/Pressure,Not Specified
2003.0,2023-07-28,2023-08-15 08:04:36,Down,Check/Stop Engine Lights,Not Specified
2010.0,2023-07-28,2023-08-15 08:04:36,Down,A or B Defects,Not Specified
2015.0,2023-07-28,2023-08-15 08:04:36,Down,Follow Up,Not Specified
2102.0,2023-07-28,2023-08-15 08:04:36,Down,Mechanical,Not Specified
2117.0,2023-07-28,2023-08-15 08:04:36,Down,Follow Up,Not Specified
3009.0,2023-07-28,2023-08-15 08:04:36,Down,HV Light On,Not Specified
3010.0,2023-07-28,2023-08-15 08:04:36,Down,Accident Damage,Not Specified
1132.0,2023-07-28,2023-08-06 14:20:24,Spare,Not Specified,Not Specified
1133.0,2023-07-28,2023-08-06 14:20:24,RS-DP,Not Specified,Not Specified
1134.0,2023-07-28,2023-08-06 14:20:24,RS-DP,Not Specified,Not Specified
1138.0,2023-07-28,2023-08-06 14:20:24,WP-AM,Not Specified,Not Specified
1139.0,2023-07-28,2023-08-06 14:20:24,Spare,Not Specified,Not Specified
1140.0,2023-07-28,2023-08-06 14:20:24,RS-DP,Not Specified,Not Specified
2001.0,2023-07-28,2023-08-06 14:20:24,RS-DP,Not Specified,Not Specified
2002.0,2023-07-28,2023-08-06 14:20:24,WP-AM,Not Specified,Not Specified
2004.0,2023-07-28,2023-08-06 14:20:24,CH-US,Not Specified,Not Specified
2005.0,2023-07-28,2023-08-06 14:20:24,GT-US,Not Specified,Not Specified
2006.0,2023-07-28,2023-08-06 14:20:24,CH-US,Not Specified,Not Specified
2007.0,2023-07-28,2023-08-06 14:20:24,NMS,Not Specified,Not Specified
2008.0,2023-07-28,2023-08-06 14:20:24,NMS,Not Specified,Not Specified
2009.0,2023-07-28,2023-08-06 14:20:24,Spare,Not Specified,Not Specified
2011.0,2023-07-28,2023-08-06 14:20:24,EM-LP,Not Specified,Not Specified
2012.0,2023-07-28,2023-08-06 14:20:24,CH-US,Not Specified,Not Specified
2013.0,2023-07-28,2023-08-06 14:20:24,GT-US,Not Specified,Not Specified
2014.0,2023-07-28,2023-08-06 14:20:24,Spare,Not Specified,Not Specified
2016.0,2023-07-28,2023-08-06 14:20:24,GT-US,Not Specified,Not Specified
2017.0,2023-07-28,2023-08-06 14:20:24,WP-AM,Not Specified,Not Specified
2018.0,2023-07-28,2023-08-06 14:20:24,Spare,Not Specified,Not Specified
2101.0,2023-07-28,2023-08-06 14:20:24,GT-US,Not Specified,Not Specified
2103.0,2023-07-28,2023-08-06 14:20:24,GT-US,Not Specified,Not Specified
2104.0,2023-07-28,2023-08-06 14:20:24,EM-LP,Not Specified,Not Specified
2105.0,2023-07-28,2023-08-06 14:20:24,EM-LP,Not Specified,Not Specified
2106.0,2023-07-28,2023-08-06 14:20:24,NMS,Not Specified,Not Specified
2107.0,2023-07-28,2023-08-06 14:20:24,Spare,Not Specified,Not Specified
2108.0,2023-07-28,2023-08-06 14:20:24,Spare,Not Specified,Not Specified
2109.0,2023-07-28,2023-08-06 14:20:24,GT-US,Not Specified,Not Specified
2110.0,2023-07-28,2023-08-06 14:20:24,CH-US,Not Specified,Not Specified
2111.0,2023-07-28,2023-08-06 14:20:24,WP-AM,Not Specified,Not Specified
2112.0,2023-07-28,2023-08-06 14:20:24,NMS,Not Specified,Not Specified
2113.0,2023-07-28,2023-08-06 14:20:24,Spare,Not Specified,Not Specified
2114.0,2023-07-28,2023-08-06 14:20:24,EM-LP,Not Specified,Not Specified
2115.0,2023-07-28,2023-08-06 14:20:24,GT-US,Not Specified,Not Specified
2116.0,2023-07-28,2023-08-06 14:20:24,GT-US,Not Specified,Not Specified
2118.0,2023-07-28,2023-08-06 14:20:24,GT-US,Not Specified,Not Specified
2119.0,2023-07-28,2023-08-06 14:20:24,GT-US,Not Specified,Not Specified
2120.0,2023-07-28,2023-08-06 14:20:24,CH-US,Not Specified,Not Specified
2121.0,2023-07-28,2023-08-06 14:20:24,RS-DP,Not Specified,Not Specified
2122.0,2023-07-28,2023-08-06 14:20:24,WP-AM,Not Specified,Not Specified
2123.0,2023-07-28,2023-08-06 14:20:24,CH-US,Not Specified,Not Specified
2124.0,2023-07-28,2023-08-06 14:20:24,CH-US,Not Specified,Not Specified
2125.0,2023-07-28,2023-08-06 14:20:24,WP-AM,Not Specified,Not Specified
2126.0,2023-07-28,2023-08-06 14:20:24,CH-US,Not Specified,Not Specified
3001.0,2023-07-28,2023-08-06 14:20:24,Spare,Not Specified,Not Specified
3002.0,2023-07-28,2023-08-06 14:20:24,Spare,Not Specified,Not Specified
3003.0,2023-07-28,2023-08-06 14:20:24,Spare,Not Specified,Not Specified
3004.0,2023-07-28,2023-08-06 14:20:24,Spare,Not Specified,Not Specified
3005.0,2023-07-28,2023-08-06 14:20:24,EM-LP,Not Specified,Not Specified
3006.0,2023-07-28,2023-08-06 14:20:24,WP-AM,Not Specified,Not Specified
3007.0,2023-07-28,2023-08-06 14:20:24,Spare,Not Specified,Not Specified
3008.0,2023-07-28,2023-08-06 14:20:24,CH-US,Not Specified,Not Specified
3011.0,2023-07-28,2023-08-06 14:20:24,GT-US,Not Specified,Not Specified
3012.0,2023-07-28,2023-08-06 14:20:24,RS-DP,Not Specified,Not Specified
3013.0,2023-07-28,2023-08-06 14:20:24,Spare,Not Specified,Not Specified
3014.0,2023-07-28,2023-08-06 14:20:24,Spare,Not Specified,Not Specified
3101.0,2023-07-28,2023-08-06 14:20:24,Not in Service,Not Specified,Not Specified
1130.0,2023-08-28,2023-08-28 07:12:35,Down,A/C (HVAC) Issues,Not Specified
1131.0,2023-08-28,2023-08-28 07:12:35,Down,A/C (HVAC) Issues,Not Specified
1132.0,2023-08-28,2023-08-28 07:12:35,Spare,Not Specified,Not Specified
1133.0,2023-08-28,2023-08-28 07:12:35,Down,A/C (HVAC) Issues,Not Specified
1134.0,2023-08-28,2023-08-28 07:12:35,Down,Transmission Issues,Not Specified
1135.0,2023-08-28,2023-08-28 07:12:35,Down,Mid-life Refurbishment,Not Specified
1136.0,2023-08-28,2023-08-28 07:12:35,Down,Transmission Issues,Not Specified
1137.0,2023-08-28,2023-08-28 07:12:35,GT-US,Not Specified,Not Specified
1138.0,2023-08-28,2023-08-28 07:12:35,Down,Accident Damage,Not Specified
1139.0,2023-08-28,2023-08-28 07:12:35,RS-DP,Not Specified,Not Specified
1140.0,2023-08-28,2023-08-28 07:12:35,RS-DP,Not Specified,Not Specified
1141.0,2023-08-28,2023-08-28 07:12:35,Down,Overheating Engine,Not Specified
1142.0,2023-08-28,2023-08-28 07:12:35,Spare,Not Specified,Not Specified
1143.0,2023-08-28,2023-08-28 07:12:35,Down,A or B Defects,Not Specified
2001.0,2023-08-28,2023-08-28 07:12:35,WP-AM,Not Specified,Not Specified
2002.0,2023-08-28,2023-08-28 07:12:35,Spare,Not Specified,Not Specified
2003.0,2023-08-28,2023-08-28 07:12:35,Down,Bae Issues/Doesn't Move/Cluster,Not Specified
2004.0,2023-08-28,2023-08-28 07:12:35,NMS,Not Specified,Not Specified
2005.0,2023-08-28,2023-08-28 07:12:35,Spare,Not Specified,Not Specified
2006.0,2023-08-28,2023-08-28 07:12:35,EM-LP,Not Specified,Not Specified
2007.0,2023-08-28,2023-08-28 07:12:35,CH-US,Not Specified,Not Specified
2008.0,2023-08-28,2023-08-28 07:12:35,EM-LP,Not Specified,Not Specified
2009.0,2023-08-28,2023-08-28 07:12:35,Down,Doesn'T Move,Not Specified
2010.0,2023-08-28,2023-08-28 07:12:35,GT-US,Not Specified,Not Specified
2011.0,2023-08-28,2023-08-28 07:12:35,EM-LP,Not Specified,Not Specified
2012.0,2023-08-28,2023-08-28 07:12:35,CH-US,Not Specified,Not Specified
2013.0,2023-08-28,2023-08-28 07:12:35,Down,Door Glass Cracked,Not Specified
2014.0,2023-08-28,2023-08-28 07:12:35,CH-US,Not Specified,Not Specified
2015.0,2023-08-28,2023-08-28 07:12:35,NMS,Not Specified,Not Specified
2016.0,2023-08-28,2023-08-28 07:12:35,WP-AM,Not Specified,Not Specified
2017.0,2023-08-28,2023-08-28 07:12:35,WP-AM,Not Specified,Not Specified
2018.0,2023-08-28,2023-08-28 07:12:35,Down,Fire Suppression System/Discharge/No Start,Not Specified
2101.0,2023-08-28,2023-08-28 07:12:35,GT-US,Not Specified,Not Specified
2102.0,2023-08-28,2023-08-28 07:12:35,GT-US,Not Specified,Not Specified
2103.0,2023-08-28,2023-08-28 07:12:35,NMS,Not Specified,Not Specified
2104.0,2023-08-28,2023-08-28 07:12:35,GT-US,Not Specified,Not Specified
2105.0,2023-08-28,2023-08-28 07:12:35,CH-US,Not Specified,Not Specified
2106.0,2023-08-28,2023-08-28 07:12:35,Spare,Not Specified,Not Specified
2107.0,2023-08-28,2023-08-28 07:12:35,Down,Ignition Issues/No Start,Not Specified
2108.0,2023-08-28,2023-08-28 07:12:35,Down,Check Trans. Light Active,Not Specified
2109.0,2023-08-28,2023-08-28 07:12:35,EM-LP,Not Specified,Not Specified
2110.0,2023-08-28,2023-08-28 07:12:35,RS-DP,Not Specified,Not Specified
2111.0,2023-08-28,2023-08-28 07:12:35,EM-LP,Not Specified,Not Specified
2112.0,2023-08-28,2023-08-28 07:12:35,WP-AM,Not Specified,Not Specified
2113.0,2023-08-28,2023-08-28 07:12:35,GT-US,Not Specified,Not Specified
2114.0,2023-08-28,2023-08-28 07:12:35,CH-US,Not Specified,Not Specified
2115.0,2023-08-28,2023-08-28 07:12:35,WP-AM,Not Specified,Not Specified
2116.0,2023-08-28,2023-08-28 07:12:35,GT-US,Not Specified,Not Specified
2117.0,2023-08-28,2023-08-28 07:12:35,WP-AM,Not Specified,Not Specified
2118.0,2023-08-28,2023-08-28 07:12:35,CH-US,Not Specified,Not Specified
2119.0,2023-08-28,2023-08-28 07:12:35,NMS,Not Specified,Not Specified
2120.0,2023-08-28,2023-08-28 07:12:35,Spare,Not Specified,Not Specified
2121.0,2023-08-28,2023-08-28 07:12:35,RS-DP,Not Specified,Not Specified
2122.0,2023-08-28,2023-08-28 07:12:35,CH-US,Not Specified,Not Specified
2123.0,2023-08-28,2023-08-28 07:12:35,GT-US,Not Specified,Not Specified
2124.0,2023-08-28,2023-08-28 07:12:35,Down,Windshield Cracked,Not Specified
2125.0,2023-08-28,2023-08-28 07:12:35,Down,Follow Up,Not Specified
2126.0,2023-08-28,2023-08-28 07:12:35,RS-DP,Not Specified,Not Specified
3001.0,2023-08-28,2023-08-28 07:12:35,Spare,Not Specified,Not Specified
3002.0,2023-08-28,2023-08-28 07:12:35,Spare,Not Specified,Not Specified
3003.0,2023-08-28,2023-08-28 07:12:35,Spare,Air Compressor Install,Not Specified
3004.0,2023-08-28,2023-08-28 07:12:35,Spare,Not Specified,Not Specified
3005.0,2023-08-28,2023-08-28 07:12:35,Spare,Not Specified,Not Specified
3006.0,2023-08-28,2023-08-28 07:12:35,Spare,Not Specified,Not Specified
3007.0,2023-08-28,2023-08-28 07:12:35,RS-DP,Not Specified,Not Specified
3008.0,2023-08-28,2023-08-28 07:12:35,WP-AM,Not Specified,Not Specified
3009.0,2023-08-28,2023-08-28 07:12:35,Spare,Not Specified,Not Specified
3010.0,2023-08-28,2023-08-28 07:12:35,Down,Accident Damage,Not Specified
3011.0,2023-08-28,2023-08-28 07:12:35,Spare,Not Specified,Not Specified
3012.0,2023-08-28,2023-08-28 07:12:35,Spare,Not Specified,Not Specified
3013.0,2023-08-28,2023-08-28 07:12:35,Spare,Not Specified,Not Specified
3014.0,2023-08-28,2023-08-28 07:12:35,EM-LP,Not Specified,Not Specified
3101.0,2023-08-28,2023-08-28 07:12:35,Training,Not Specified,Not Specified
1130.0,2023-08-29,2023-08-29 03:30:08,Down,A/C (HVAC) Issues,Not Specified
1131.0,2023-08-29,2023-08-29 03:30:08,Down,A/C (HVAC) Issues,Not Specified
1132.0,2023-08-29,2023-08-29 03:30:08,GT-US,Not Specified,Not Specified
1133.0,2023-08-29,2023-08-29 03:30:08,Down,A/C (HVAC) Issues,Not Specified
1134.0,2023-08-29,2023-08-29 03:30:08,Down,Transmission Issues,Not Specified
1135.0,2023-08-29,2023-08-29 03:30:08,Down,Mid-life Refurbishment,Not Specified
1136.0,2023-08-29,2023-08-29 03:30:08,Down,Transmission Issues,Not Specified
1137.0,2023-08-29,2023-08-29 03:30:08,WP-AM,Not Specified,Not Specified
1138.0,2023-08-29,2023-08-29 03:30:08,Down,Accident Damage,Not Specified
1139.0,2023-08-29,2023-08-29 03:30:08,GT-US,Not Specified,Not Specified
1140.0,2023-08-29,2023-08-29 03:30:08,RS-DP,Not Specified,Not Specified
1141.0,2023-08-29,2023-08-29 03:30:08,Down,Overheating Engine,Not Specified
1142.0,2023-08-29,2023-08-29 03:30:08,GT-US,Not Specified,Not Specified
1143.0,2023-08-29,2023-08-29 03:30:08,RS-DP,Not Specified,Not Specified
2001.0,2023-08-29,2023-08-29 03:30:08,GT-US,Not Specified,Not Specified
2002.0,2023-08-29,2023-08-29 03:30:08,RS-DP,Not Specified,Not Specified
2003.0,2023-08-29,2023-08-29 03:30:08,Down,Bae Issues/Doesn't Move/Cluster,Not Specified
2004.0,2023-08-29,2023-08-29 03:30:08,EM-LP,Not Specified,Not Specified
2005.0,2023-08-29,2023-08-29 03:30:08,NMS,Not Specified,Not Specified
2006.0,2023-08-29,2023-08-29 03:30:08,Spare,Not Specified,Not Specified
2007.0,2023-08-29,2023-08-29 03:30:08,WP-AM,Not Specified,Not Specified
2008.0,2023-08-29,2023-08-29 03:30:08,EM-LP,Not Specified,Not Specified
2009.0,2023-08-29,2023-08-29 03:30:08,Down,Bae Issues/Doesn't Move/Cluster,Not Specified
2010.0,2023-08-29,2023-08-29 03:30:08,CH-US,Not Specified,Not Specified
2011.0,2023-08-29,2023-08-29 03:30:08,NMS,Not Specified,Not Specified
2012.0,2023-08-29,2023-08-29 03:30:08,Down,Follow Up,Not Specified
2013.0,2023-08-29,2023-08-29 03:30:08,Down,Door-Glass Cracked,Not Specified
2014.0,2023-08-29,2023-08-29 03:30:08,CH-US,Not Specified,Not Specified
2015.0,2023-08-29,2023-08-29 03:30:08,EM-LP,Not Specified,Not Specified
2016.0,2023-08-29,2023-08-29 03:30:08,GT-US,Not Specified,Not Specified
2017.0,2023-08-29,2023-08-29 03:30:08,RS-DP,Not Specified,Not Specified
2018.0,2023-08-29,2023-08-29 03:30:08,Down,Fire Suppression System/Discharge/No Start,Not Specified
2101.0,2023-08-29,2023-08-29 03:30:08,GT-US,Not Specified,Not Specified
2102.0,2023-08-29,2023-08-29 03:30:08,CH-US,Not Specified,Not Specified
2103.0,2023-08-29,2023-08-29 03:30:08,EM-LP,Not Specified,Not Specified
2104.0,2023-08-29,2023-08-29 03:30:08,CH-US,Not Specified,Not Specified
2105.0,2023-08-29,2023-08-29 03:30:08,NMS,Not Specified,Not Specified
2106.0,2023-08-29,2023-08-29 03:30:08,Down,Infestation,Not Specified
2107.0,2023-08-29,2023-08-29 03:30:08,Down,Fire Suppression System/Discharge/No Start,Not Specified
2108.0,2023-08-29,2023-08-29 03:30:08,Down,Check/Stop System/Engine Lights,Not Specified
2109.0,2023-08-29,2023-08-29 03:30:08,GT-US,Not Specified,Not Specified
2110.0,2023-08-29,2023-08-29 03:30:08,CH-US,Not Specified,Not Specified
2111.0,2023-08-29,2023-08-29 03:30:08,EM-LP,Not Specified,Not Specified
2112.0,2023-08-29,2023-08-29 03:30:08,WP-AM,Not Specified,Not Specified
2113.0,2023-08-29,2023-08-29 03:30:08,CH-US,Not Specified,Not Specified
2114.0,2023-08-29,2023-08-29 03:30:08,Spare,Not Specified,Not Specified
2115.0,2023-08-29,2023-08-29 03:30:08,GT-US,Not Specified,Not Specified
2116.0,2023-08-29,2023-08-29 03:30:08,GT-US,Not Specified,Not Specified
2117.0,2023-08-29,2023-08-29 03:30:08,CH-US,Not Specified,Not Specified
2118.0,2023-08-29,2023-08-29 03:30:08,WP-AM,Not Specified,Not Specified
2119.0,2023-08-29,2023-08-29 03:30:08,NMS,Not Specified,Not Specified
2120.0,2023-08-29,2023-08-29 03:30:08,GT-US,Not Specified,Not Specified
2121.0,2023-08-29,2023-08-29 03:30:08,WP-AM,Not Specified,Not Specified
2122.0,2023-08-29,2023-08-29 03:30:08,WP-AM,Not Specified,Not Specified
2123.0,2023-08-29,2023-08-29 03:30:08,CH-US,Not Specified,Not Specified
2124.0,2023-08-29,2023-08-29 03:30:08,Down,Windshield Cracked,Not Specified
2125.0,2023-08-29,2023-08-29 03:30:08,Spare,Not Specified,Not Specified
2126.0,2023-08-29,2023-08-29 03:30:08,RS-DP,Not Specified,Not Specified
3001.0,2023-08-29,2023-08-29 03:30:08,RS-DP,Not Specified,Not Specified
3002.0,2023-08-29,2023-08-29 03:30:08,Spare,Not Specified,Not Specified
3003.0,2023-08-29,2023-08-29 03:30:08,Down,Air Compressor Install,Not Specified
3004.0,2023-08-29,2023-08-29 03:30:08,Spare,Not Specified,Not Specified
3005.0,2023-08-29,2023-08-29 03:30:08,Spare,Not Specified,Not Specified
3006.0,2023-08-29,2023-08-29 03:30:08,Spare,Not Specified,Not Specified
3007.0,2023-08-29,2023-08-29 03:30:08,Spare,Not Specified,Not Specified
3008.0,2023-08-29,2023-08-29 03:30:08,Spare,Not Specified,Not Specified
3009.0,2023-08-29,2023-08-29 03:30:08,Spare,Not Specified,Not Specified
3010.0,2023-08-29,2023-08-29 03:30:08,Down,Accident Damage,Not Specified
3011.0,2023-08-29,2023-08-29 03:30:08,CH-US,Not Specified,Not Specified
3012.0,2023-08-29,2023-08-29 03:30:08,EM-LP,Not Specified,Not Specified
3013.0,2023-08-29,2023-08-29 03:30:08,Spare,Not Specified,Not Specified
3014.0,2023-08-29,2023-08-29 03:30:08,Spare,Not Specified,Not Specified
3101.0,2023-08-29,2023-08-29 03:30:08,Spare,Not Specified,Not Specified
